EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 30-09-2010
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://eca.knmi.nl

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 STAID: Station identifier
08-13 SOUID: Source identifier
15-22 DATE : Date YYYYMMDD
24-28 TX   : maximum temperature in 0.1 &#176;C
30-34 Q_TX : Quality code for TX (0='valid'; 1='suspect'; 9='missing')

This is the series (SOUID: 100479) of ISRAEL, JERUSALEM CENTRAL (STAID: 132)
See file sources.txt for more info.



 STAID, SOUID,    DATE,   TX, Q_TX
   479,100479,20010320,  265,    0
   479,100479,20010321,  266,    0
   479,100479,20010322,  195,    0
   479,100479,20010323,  191,    0
   479,100479,20010324,  141,    0
   479,100479,20010325,  175,    0
   479,100479,20010326,  240,    0
   479,100479,20010327,  270,    0
   479,100479,20010328,  298,    0
   479,100479,20010329,  265,    0
   479,100479,20010330,  280,    0
   479,100479,20010331,  302,    0
   479,100479,20010401,  329,    0
   479,100479,20010402,  255,    0
   479,100479,20010403,  196,    0
   479,100479,20010404,  186,    0
   479,100479,20010405,  156,    0
   479,100479,20010406,  166,    0
   479,100479,20010407,  190,    0
   479,100479,20010408,  150,    0
   479,100479,20010409,  203,    0
   479,100479,20010410,  236,    0
   479,100479,20010411,  165,    0
   479,100479,20010412,  182,    0
   479,100479,20010413,  206,    0
   479,100479,20010414,  229,    0
   479,100479,20010415,  201,    0
   479,100479,20010416,  224,    0
   479,100479,20010417,  245,    0
   479,100479,20010418,  305,    0
   479,100479,20010419,  208,    0
   479,100479,20010420,  242,    0
   479,100479,20010421,  285,    0
   479,100479,20010422,  297,    0
   479,100479,20010423,  272,    0
   479,100479,20010424,  197,    0
   479,100479,20010425,  176,    0
   479,100479,20010426,  208,    0
   479,100479,20010427,  265,    0
   479,100479,20010428,  298,    0
   479,100479,20010429,  309,    0
   479,100479,20010430,  294,    0
   479,100479,20010501,  239,    0
   479,100479,20010502,  195,    0
   479,100479,20010503,  197,    0
   479,100479,20010504,  222,    0
   479,100479,20010505,  254,    0
   479,100479,20010506,  294,    0
   479,100479,20010507,  188,    0
   479,100479,20010508,  182,    0
   479,100479,20010509,  230,    0
   479,100479,20010510,  190,    0
   479,100479,20010511,  204,    0
   479,100479,20010512,  269,    0
   479,100479,20010513,  263,    0
   479,100479,20010514,  203,    0
   479,100479,20010515,  194,    0
   479,100479,20010516,  203,    0
   479,100479,20010517,  219,    0
   479,100479,20010518,  246,    0
   479,100479,20010519,  242,    0
   479,100479,20010520,  296,    0
   479,100479,20010521,  311,    0
   479,100479,20010522,  281,    0
   479,100479,20010523,  326,    0
   479,100479,20010524,  320,    0
   479,100479,20010525,  296,    0
   479,100479,20010526,  306,    0
   479,100479,20010527,  354,    0
   479,100479,20010528,  350,    0
   479,100479,20010529,  240,    0
   479,100479,20010530,  252,    0
   479,100479,20010531,  285,    0
   479,100479,20010601,  353,    0
   479,100479,20010602,  366,    0
   479,100479,20010603,  290,    0
   479,100479,20010604,  279,    0
   479,100479,20010605,  262,    0
   479,100479,20010606,  219,    0
   479,100479,20010607,  246,    0
   479,100479,20010608,  240,    0
   479,100479,20010609,  257,    0
   479,100479,20010610,  281,    0
   479,100479,20010611,  337,    0
   479,100479,20010612,  332,    0
   479,100479,20010613,  353,    0
   479,100479,20010614,  356,    0
   479,100479,20010615,  312,    0
   479,100479,20010616,  283,    0
   479,100479,20010617,  259,    0
   479,100479,20010618,  272,    0
   479,100479,20010619,  288,    0
   479,100479,20010620,  315,    0
   479,100479,20010621,  335,    0
   479,100479,20010622,  290,    0
   479,100479,20010623,  253,    0
   479,100479,20010624,  270,    0
   479,100479,20010625,  276,    0
   479,100479,20010626,  286,    0
   479,100479,20010627,  294,    0
   479,100479,20010628,  288,    0
   479,100479,20010629,  297,    0
   479,100479,20010630,  312,    0
   479,100479,20010701,  283,    0
   479,100479,20010702,  289,    0
   479,100479,20010703,  283,    0
   479,100479,20010704,  257,    0
   479,100479,20010705,  257,    0
   479,100479,20010706,  275,    0
   479,100479,20010707,  296,    0
   479,100479,20010708,  282,    0
   479,100479,20010709,  296,    0
   479,100479,20010710,  312,    0
   479,100479,20010711,  341,    0
   479,100479,20010712,  320,    0
   479,100479,20010713,  312,    0
   479,100479,20010714,  300,    0
   479,100479,20010715,  315,    0
   479,100479,20010716,  307,    0
   479,100479,20010717,  292,    0
   479,100479,20010718,  311,    0
   479,100479,20010719,  322,    0
   479,100479,20010720,  326,    0
   479,100479,20010721,  321,    0
   479,100479,20010722,  335,    0
   479,100479,20010723,  321,    0
   479,100479,20010724,  311,    0
   479,100479,20010725,  285,    0
   479,100479,20010726,  278,    0
   479,100479,20010727,  304,    0
   479,100479,20010728,  316,    0
   479,100479,20010729,  328,    0
   479,100479,20010730,  326,    0
   479,100479,20010731,  309,    0
   479,100479,20010801,  302,    0
   479,100479,20010802,  305,    0
   479,100479,20010803,  294,    0
   479,100479,20010804,  286,    0
   479,100479,20010805,  305,    0
   479,100479,20010806,  322,    0
   479,100479,20010807,  305,    0
   479,100479,20010808,  311,    0
   479,100479,20010809,  330,    0
   479,100479,20010810,  340,    0
   479,100479,20010811,  326,    0
   479,100479,20010812,  320,    0
   479,100479,20010813,  310,    0
   479,100479,20010814,  323,    0
   479,100479,20010815,  310,    0
   479,100479,20010816,  293,    0
   479,100479,20010817,  275,    0
   479,100479,20010818,  273,    0
   479,100479,20010819,  279,    0
   479,100479,20010820,  296,    0
   479,100479,20010821,  295,    0
   479,100479,20010822,  296,    0
   479,100479,20010823,  282,    0
   479,100479,20010824,  286,    0
   479,100479,20010825,  309,    0
   479,100479,20010826,  304,    0
   479,100479,20010827,  311,    0
   479,100479,20010828,  276,    0
   479,100479,20010829,  275,    0
   479,100479,20010830,  279,    0
   479,100479,20010831,  284,    0
   479,100479,20010901,  325,    0
   479,100479,20010902,  301,    0
   479,100479,20010903,  292,    0
   479,100479,20010904,  287,    0
   479,100479,20010905,  283,    0
   479,100479,20010906,  283,    0
   479,100479,20010907,  296,    0
   479,100479,20010908,  264,    0
   479,100479,20010909,  263,    0
   479,100479,20010910,  291,    0
   479,100479,20010911,  269,    0
   479,100479,20010912,  266,    0
   479,100479,20010913,  268,    0
   479,100479,20010914,  258,    0
   479,100479,20010915,  262,    0
   479,100479,20010916,  275,    0
   479,100479,20010917,  276,    0
   479,100479,20010918,  283,    0
   479,100479,20010919,  280,    0
   479,100479,20010920,  268,    0
   479,100479,20010921,  307,    0
   479,100479,20010922,  294,    0
   479,100479,20010923,  288,    0
   479,100479,20010924,  298,    0
   479,100479,20010925,  286,    0
   479,100479,20010926,  287,    0
   479,100479,20010927,  278,    0
   479,100479,20010928,  255,    0
   479,100479,20010929,  244,    0
   479,100479,20010930,  237,    0
   479,100479,20011001,  261,    0
   479,100479,20011002,  288,    0
   479,100479,20011003,  308,    0
   479,100479,20011004,  285,    0
   479,100479,20011005,  242,    0
   479,100479,20011006,  242,    0
   479,100479,20011007,  289,    0
   479,100479,20011008,  318,    0
   479,100479,20011009,  275,    0
   479,100479,20011010,  266,    0
   479,100479,20011011,  275,    0
   479,100479,20011012,  315,    0
   479,100479,20011013,  277,    0
   479,100479,20011014,  271,    0
   479,100479,20011015,  246,    0
   479,100479,20011016,  242,    0
   479,100479,20011017,  228,    0
   479,100479,20011018,  229,    0
   479,100479,20011019,  237,    0
   479,100479,20011020,  269,    0
   479,100479,20011021,  225,    0
   479,100479,20011022,  218,    0
   479,100479,20011023,  229,    0
   479,100479,20011024,  238,    0
   479,100479,20011025,  226,    0
   479,100479,20011026,  234,    0
   479,100479,20011027,  199,    0
   479,100479,20011028,  178,    0
   479,100479,20011029,  180,    0
   479,100479,20011030,  178,    0
   479,100479,20011031,  202,    0
   479,100479,20011101,  230,    0
   479,100479,20011102,  231,    0
   479,100479,20011103,  218,    0
   479,100479,20011104,  236,    0
   479,100479,20011105,  228,    0
   479,100479,20011106,  185,    0
   479,100479,20011107,  187,    0
   479,100479,20011108,  220,    0
   479,100479,20011109,  224,    0
   479,100479,20011110,  200,    0
   479,100479,20011111,  193,    0
   479,100479,20011112,  193,    0
   479,100479,20011113,  206,    0
   479,100479,20011114,  226,    0
   479,100479,20011115,  255,    0
   479,100479,20011116,  190,    0
   479,100479,20011117,  149,    0
   479,100479,20011118,  116,    0
   479,100479,20011119,  132,    0
   479,100479,20011120,  165,    0
   479,100479,20011121,  187,    0
   479,100479,20011122,  148,    0
   479,100479,20011123,  142,    0
   479,100479,20011124,  172,    0
   479,100479,20011125,  188,    0
   479,100479,20011126,  142,    0
   479,100479,20011127,  167,    0
   479,100479,20011128,  173,    0
   479,100479,20011129,  173,    0
   479,100479,20011130,  171,    0
   479,100479,20011201,  141,    0
   479,100479,20011202,  159,    0
   479,100479,20011203,  131,    0
   479,100479,20011204,  108,    0
   479,100479,20011205,   91,    0
   479,100479,20011206,  128,    0
   479,100479,20011207,  124,    0
   479,100479,20011208,  159,    0
   479,100479,20011209,  168,    0
   479,100479,20011210,  174,    0
   479,100479,20011211,  152,    0
   479,100479,20011212,  162,    0
   479,100479,20011213,  154,    0
   479,100479,20011214,  154,    0
   479,100479,20011215,  133,    0
   479,100479,20011216,  134,    0
   479,100479,20011217,  167,    0
   479,100479,20011218,  150,    0
   479,100479,20011219,  119,    0
   479,100479,20011220,   99,    0
   479,100479,20011221,  108,    0
   479,100479,20011222,  136,    0
   479,100479,20011223,  149,    0
   479,100479,20011224,  146,    0
   479,100479,20011225,  170,    0
   479,100479,20011226,  181,    0
   479,100479,20011227,  212,    0
   479,100479,20011228,  186,    0
   479,100479,20011229,  133,    0
   479,100479,20011230,  110,    0
   479,100479,20011231,  136,    0
   479,100479,20020101,  138,    0
   479,100479,20020102,  139,    0
   479,100479,20020103,  103,    0
   479,100479,20020104,  104,    0
   479,100479,20020105,  128,    0
   479,100479,20020106,   84,    0
   479,100479,20020107,   48,    0
   479,100479,20020108,   57,    0
   479,100479,20020109,   54,    0
   479,100479,20020110,   52,    0
   479,100479,20020111,   90,    0
   479,100479,20020112,   69,    0
   479,100479,20020113,   94,    0
   479,100479,20020114,   90,    0
   479,100479,20020115,  113,    0
   479,100479,20020116,  114,    0
   479,100479,20020117,  120,    0
   479,100479,20020118,  141,    0
   479,100479,20020119,  127,    0
   479,100479,20020120,  125,    0
   479,100479,20020121,  103,    0
   479,100479,20020122,   76,    0
   479,100479,20020123,  112,    0
   479,100479,20020124,  115,    0
   479,100479,20020125,  120,    0
   479,100479,20020126,  132,    0
   479,100479,20020127,  123,    0
   479,100479,20020128,  101,    0
   479,100479,20020129,  100,    0
   479,100479,20020130,  131,    0
   479,100479,20020131,  158,    0
   479,100479,20020201,  155,    0
   479,100479,20020202,  168,    0
   479,100479,20020203,  183,    0
   479,100479,20020204,  156,    0
   479,100479,20020205,  176,    0
   479,100479,20020206,  180,    0
   479,100479,20020207,  211,    0
   479,100479,20020208,  190,    0
   479,100479,20020209,  215,    0
   479,100479,20020210,  206,    0
   479,100479,20020211,  170,    0
   479,100479,20020212,  115,    0
   479,100479,20020213,  104,    0
   479,100479,20020214,  128,    0
   479,100479,20020215,  161,    0
   479,100479,20020216,  178,    0
   479,100479,20020217,  141,    0
   479,100479,20020218,  134,    0
   479,100479,20020219,  152,    0
   479,100479,20020220,  165,    0
   479,100479,20020221,  188,    0
   479,100479,20020222,  183,    0
   479,100479,20020223,  212,    0
   479,100479,20020224,  194,    0
   479,100479,20020225,  132,    0
   479,100479,20020226,  109,    0
   479,100479,20020227,  133,    0
   479,100479,20020228,  180,    0
   479,100479,20020301,  191,    0
   479,100479,20020302,  198,    0
   479,100479,20020303,  217,    0
   479,100479,20020304,  238,    0
   479,100479,20020305,  233,    0
   479,100479,20020306,  234,    0
   479,100479,20020307,  233,    0
   479,100479,20020308,  250,    0
   479,100479,20020309,  235,    0
   479,100479,20020310,  227,    0
   479,100479,20020311,  278,    0
   479,100479,20020312,  240,    0
   479,100479,20020313,  166,    0
   479,100479,20020314,  152,    0
   479,100479,20020315,  165,    0
   479,100479,20020316,  189,    0
   479,100479,20020317,  148,    0
   479,100479,20020318,  198,    0
   479,100479,20020319,  187,    0
   479,100479,20020320,  128,    0
   479,100479,20020321,  116,    0
   479,100479,20020322,  136,    0
   479,100479,20020323,  219,    0
   479,100479,20020324,  228,    0
   479,100479,20020325,  196,    0
   479,100479,20020326,  124,    0
   479,100479,20020327,  126,    0
   479,100479,20020328,  108,    0
   479,100479,20020329,  105,    0
   479,100479,20020330,  132,    0
   479,100479,20020331,  195,    0
   479,100479,20020401,  139,    0
   479,100479,20020402,  103,    0
   479,100479,20020403,  115,    0
   479,100479,20020404,  144,    0
   479,100479,20020405,  232,    0
   479,100479,20020406,  282,    0
   479,100479,20020407,  163,    0
   479,100479,20020408,  168,    0
   479,100479,20020409,  183,    0
   479,100479,20020410,  229,    0
   479,100479,20020411,  247,    0
   479,100479,20020412,  204,    0
   479,100479,20020413,  255,    0
   479,100479,20020414,  286,    0
   479,100479,20020415,  284,    0
   479,100479,20020416,  290,    0
   479,100479,20020417,  216,    0
   479,100479,20020418,  172,    0
   479,100479,20020419,  172,    0
   479,100479,20020420,  149,    0
   479,100479,20020421,  138,    0
   479,100479,20020422,  165,    0
   479,100479,20020423,  210,    0
   479,100479,20020424,  236,    0
   479,100479,20020425,  187,    0
   479,100479,20020426,  173,    0
   479,100479,20020427,  168,    0
   479,100479,20020428,  180,    0
   479,100479,20020429,  198,    0
   479,100479,20020430,  193,    0
   479,100479,20020501,  195,    0
   479,100479,20020502,  181,    0
   479,100479,20020503,  182,    0
   479,100479,20020504,  218,    0
   479,100479,20020505,  247,    0
   479,100479,20020506,  259,    0
   479,100479,20020507,  241,    0
   479,100479,20020508,  224,    0
   479,100479,20020509,  235,    0
   479,100479,20020510,  264,    0
   479,100479,20020511,  267,    0
   479,100479,20020512,  241,    0
   479,100479,20020513,  271,    0
   479,100479,20020514,  235,    0
   479,100479,20020515,  182,    0
   479,100479,20020516,  231,    0
   479,100479,20020517,  235,    0
   479,100479,20020518,  205,    0
   479,100479,20020519,  230,    0
   479,100479,20020520,  226,    0
   479,100479,20020521,  251,    0
   479,100479,20020522,  277,    0
   479,100479,20020523,  232,    0
   479,100479,20020524,  227,    0
   479,100479,20020525,  300,    0
   479,100479,20020526,  310,    0
   479,100479,20020527,  281,    0
   479,100479,20020528,  229,    0
   479,100479,20020529,  264,    0
   479,100479,20020530,  303,    0
   479,100479,20020531,  254,    0
   479,100479,20020601,  232,    0
   479,100479,20020602,  232,    0
   479,100479,20020603,  275,    0
   479,100479,20020604,  228,    0
   479,100479,20020605,  223,    0
   479,100479,20020606,  254,    0
   479,100479,20020607,  325,    0
   479,100479,20020608,  364,    0
   479,100479,20020609,  386,    0
   479,100479,20020610,  357,    0
   479,100479,20020611,  308,    0
   479,100479,20020612,  240,    0
   479,100479,20020613,  265,    0
   479,100479,20020614,  274,    0
   479,100479,20020615,  280,    0
   479,100479,20020616,  273,    0
   479,100479,20020617,  272,    0
   479,100479,20020618,  269,    0
   479,100479,20020619,  273,    0
   479,100479,20020620,  253,    0
   479,100479,20020621,  248,    0
   479,100479,20020622,  265,    0
   479,100479,20020623,  269,    0
   479,100479,20020624,  265,    0
   479,100479,20020625,  266,    0
   479,100479,20020626,  291,    0
   479,100479,20020627,  276,    0
   479,100479,20020628,  273,    0
   479,100479,20020629,  286,    0
   479,100479,20020630,  292,    0
   479,100479,20020701,  304,    0
   479,100479,20020702,  318,    0
   479,100479,20020703,  275,    0
   479,100479,20020704,  281,    0
   479,100479,20020705,  300,    0
   479,100479,20020706,  319,    0
   479,100479,20020707,  309,    0
   479,100479,20020708,  306,    0
   479,100479,20020709,  310,    0
   479,100479,20020710,  340,    0
   479,100479,20020711,  280,    0
   479,100479,20020712,  282,    0
   479,100479,20020713,  290,    0
   479,100479,20020714,  286,    0
   479,100479,20020715,  283,    0
   479,100479,20020716,  313,    0
   479,100479,20020717,  330,    0
   479,100479,20020718,  323,    0
   479,100479,20020719,  301,    0
   479,100479,20020720,  296,    0
   479,100479,20020721,  315,    0
   479,100479,20020722,  290,    0
   479,100479,20020723,  272,    0
   479,100479,20020724,  295,    0
   479,100479,20020725,  296,    0
   479,100479,20020726,  309,    0
   479,100479,20020727,  310,    0
   479,100479,20020728,  313,    0
   479,100479,20020729,  350,    0
   479,100479,20020730,  376,    0
   479,100479,20020731,  389,    0
   479,100479,20020801,  372,    0
   479,100479,20020802,  332,    0
   479,100479,20020803,  304,    0
   479,100479,20020804,  295,    0
   479,100479,20020805,  313,    0
   479,100479,20020806,  305,    0
   479,100479,20020807,  310,    0
   479,100479,20020808,  322,    0
   479,100479,20020809,  281,    0
   479,100479,20020810,  300,    0
   479,100479,20020811,  318,    0
   479,100479,20020812,  332,    0
   479,100479,20020813,  326,    0
   479,100479,20020814,  302,    0
   479,100479,20020815,  257,    0
   479,100479,20020816,  260,    0
   479,100479,20020817,  256,    0
   479,100479,20020818,  261,    0
   479,100479,20020819,  276,    0
   479,100479,20020820,  283,    0
   479,100479,20020821,  273,    0
   479,100479,20020822,  275,    0
   479,100479,20020823,  287,    0
   479,100479,20020824,  296,    0
   479,100479,20020825,  292,    0
   479,100479,20020826,  291,    0
   479,100479,20020827,  294,    0
   479,100479,20020828,  295,    0
   479,100479,20020829,  294,    0
   479,100479,20020830,  295,    0
   479,100479,20020831,  283,    0
   479,100479,20020901,  296,    0
   479,100479,20020902,  295,    0
   479,100479,20020903,  270,    0
   479,100479,20020904,  270,    0
   479,100479,20020905,  268,    0
   479,100479,20020906,  256,    0
   479,100479,20020907,  253,    0
   479,100479,20020908,  258,    0
   479,100479,20020909,  270,    0
   479,100479,20020910,  309,    0
   479,100479,20020911,  318,    0
   479,100479,20020912,  254,    0
   479,100479,20020913,  274,    0
   479,100479,20020914,  270,    0
   479,100479,20020915,  182,    0
   479,100479,20020916,  330,    0
   479,100479,20020917,  343,    0
   479,100479,20020918,  282,    0
   479,100479,20020919,  247,    0
   479,100479,20020920,  267,    0
   479,100479,20020921,  284,    0
   479,100479,20020922,  272,    0
   479,100479,20020923,  287,    0
   479,100479,20020924,  293,    0
   479,100479,20020925,  288,    0
   479,100479,20020926,  283,    0
   479,100479,20020927,  320,    0
   479,100479,20020928,  328,    0
   479,100479,20020929,  357,    0
   479,100479,20020930,  372,    0
   479,100479,20021001,  366,    0
   479,100479,20021002,  295,    0
   479,100479,20021003,  245,    0
   479,100479,20021004,  227,    0
   479,100479,20021005,  257,    0
   479,100479,20021006,  275,    0
   479,100479,20021007,  274,    0
   479,100479,20021008,  258,    0
   479,100479,20021009,  253,    0
   479,100479,20021010,  282,    0
   479,100479,20021011,  325,    0
   479,100479,20021012,  347,    0
   479,100479,20021013,  347,    0
   479,100479,20021014,  295,    0
   479,100479,20021015,  283,    0
   479,100479,20021016,  227,    0
   479,100479,20021017,  222,    0
   479,100479,20021018,  244,    0
   479,100479,20021019,  265,    0
   479,100479,20021020,  267,    0
   479,100479,20021021,  215,    0
   479,100479,20021022,  228,    0
   479,100479,20021023,  283,    0
   479,100479,20021024,  295,    0
   479,100479,20021025,  290,    0
   479,100479,20021026,  257,    0
   479,100479,20021027,  262,    0
   479,100479,20021028,  241,    0
   479,100479,20021029,  224,    0
   479,100479,20021030,  222,    0
   479,100479,20021031,  199,    0
   479,100479,20021101,  215,    0
   479,100479,20021102,  224,    0
   479,100479,20021103,  239,    0
   479,100479,20021104,  236,    0
   479,100479,20021105,  216,    0
   479,100479,20021106,  192,    0
   479,100479,20021107,  222,    0
   479,100479,20021108,  252,    0
   479,100479,20021109,  252,    0
   479,100479,20021110,  234,    0
   479,100479,20021111,  188,    0
   479,100479,20021112,  178,    0
   479,100479,20021113,  186,    0
   479,100479,20021114,  186,    0
   479,100479,20021115,  209,    0
   479,100479,20021116,  205,    0
   479,100479,20021117,  202,    0
   479,100479,20021118,  206,    0
   479,100479,20021119,  202,    0
   479,100479,20021120,  211,    0
   479,100479,20021121,  223,    0
   479,100479,20021122,  249,    0
   479,100479,20021123,  190,    0
   479,100479,20021124,  162,    0
   479,100479,20021125,  160,    0
   479,100479,20021126,  181,    0
   479,100479,20021127,  195,    0
   479,100479,20021128,  192,    0
   479,100479,20021129,  162,    0
   479,100479,20021130,  126,    0
   479,100479,20021201,  157,    0
   479,100479,20021202,  148,    0
   479,100479,20021203,  180,    0
   479,100479,20021204,  181,    0
   479,100479,20021205,  200,    0
   479,100479,20021206,  216,    0
   479,100479,20021207,  189,    0
   479,100479,20021208,  204,    0
   479,100479,20021209,  172,    0
   479,100479,20021210,  122,    0
   479,100479,20021211,  106,    0
   479,100479,20021212,  125,    0
   479,100479,20021213,  111,    0
   479,100479,20021214,  136,    0
   479,100479,20021215,  135,    0
   479,100479,20021216,  126,    0
   479,100479,20021217,  114,    0
   479,100479,20021218,  117,    0
   479,100479,20021219,  126,    0
   479,100479,20021220,  113,    0
   479,100479,20021221,   66,    0
   479,100479,20021222,   97,    0
   479,100479,20021223,  114,    0
   479,100479,20021224,   98,    0
   479,100479,20021225,   96,    0
   479,100479,20021226,  111,    0
   479,100479,20021227,  137,    0
   479,100479,20021228,  144,    0
   479,100479,20021229,  155,    0
   479,100479,20021230,  170,    0
   479,100479,20021231,  128,    0
   479,100479,20030101,  145,    0
   479,100479,20030102,  135,    0
   479,100479,20030103,   97,    0
   479,100479,20030104,  118,    0
   479,100479,20030105,  157,    0
   479,100479,20030106,  188,    0
   479,100479,20030107,  203,    0
   479,100479,20030108,  206,    0
   479,100479,20030109,  189,    0
   479,100479,20030110,  200,    0
   479,100479,20030111,  204,    0
   479,100479,20030112,  244,    0
   479,100479,20030113,  186,    0
   479,100479,20030114,  126,    0
   479,100479,20030115,   93,    0
   479,100479,20030116,  107,    0
   479,100479,20030117,  120,    0
   479,100479,20030118,  102,    0
   479,100479,20030119,   91,    0
   479,100479,20030120,  102,    0
   479,100479,20030121,  105,    0
   479,100479,20030122,  115,    0
   479,100479,20030123,  130,    0
   479,100479,20030124,  137,    0
   479,100479,20030125,  155,    0
   479,100479,20030126,  175,    0
   479,100479,20030127,  147,    0
   479,100479,20030128,  107,    0
   479,100479,20030129,  110,    0
   479,100479,20030130,  144,    0
   479,100479,20030131,  174,    0
   479,100479,20030201,  163,    0
   479,100479,20030202,  187,    0
   479,100479,20030203,  103,    0
   479,100479,20030204,   92,    0
   479,100479,20030205,  127,    0
   479,100479,20030206,  165,    0
   479,100479,20030207,  172,    0
   479,100479,20030208,  132,    0
   479,100479,20030209,   76,    0
   479,100479,20030210,   87,    0
   479,100479,20030211,  108,    0
   479,100479,20030212,  120,    0
   479,100479,20030213,  113,    0
   479,100479,20030214,   78,    0
   479,100479,20030215,   84,    0
   479,100479,20030216,  115,    0
   479,100479,20030217,  165,    0
   479,100479,20030218,  201,    0
   479,100479,20030219,  119,    0
   479,100479,20030220,   89,    0
   479,100479,20030221,  107,    0
   479,100479,20030222,   80,    0
   479,100479,20030223,  136,    0
   479,100479,20030224,  124,    0
   479,100479,20030225,   30,    0
   479,100479,20030226,   45,    0
   479,100479,20030227,   66,    0
   479,100479,20030228,   95,    0
   479,100479,20030301,  135,    0
   479,100479,20030302,  162,    0
   479,100479,20030303,  160,    0
   479,100479,20030304,  132,    0
   479,100479,20030305,  170,    0
   479,100479,20030306,  136,    0
   479,100479,20030307,  115,    0
   479,100479,20030308,  175,    0
   479,100479,20030309,  124,    0
   479,100479,20030310,  122,    0
   479,100479,20030311,  133,    0
   479,100479,20030312,   76,    0
   479,100479,20030313,  103,    0
   479,100479,20030314,  168,    0
   479,100479,20030315,  220,    0
   479,100479,20030316,  175,    0
   479,100479,20030317,  170,    0
   479,100479,20030318,  151,    0
   479,100479,20030319,   94,    0
   479,100479,20030320,   79,    0
   479,100479,20030321,   81,    0
   479,100479,20030322,  111,    0
   479,100479,20030323,  109,    0
   479,100479,20030324,  113,    0
   479,100479,20030325,   73,    0
   479,100479,20030326,   88,    0
   479,100479,20030327,  130,    0
   479,100479,20030328,  152,    0
   479,100479,20030329,  136,    0
   479,100479,20030330,  138,    0
   479,100479,20030331,  162,    0
   479,100479,20030401,  197,    0
   479,100479,20030402,  258,    0
   479,100479,20030403,  284,    0
   479,100479,20030404,  320,    0
   479,100479,20030405,  338,    0
   479,100479,20030406,  242,    0
   479,100479,20030407,  232,    0
   479,100479,20030408,  231,    0
   479,100479,20030409,  173,    0
   479,100479,20030410,  162,    0
   479,100479,20030411,  212,    0
   479,100479,20030412,  204,    0
   479,100479,20030413,  187,    0
   479,100479,20030414,  188,    0
   479,100479,20030415,  158,    0
   479,100479,20030416,  149,    0
   479,100479,20030417,  226,    0
   479,100479,20030418,  278,    0
   479,100479,20030419,  222,    0
   479,100479,20030420,  143,    0
   479,100479,20030421,  126,    0
   479,100479,20030422,  139,    0
   479,100479,20030423,  245,    0
   479,100479,20030424,  303,    0
   479,100479,20030425,  259,    0
   479,100479,20030426,  144,    0
   479,100479,20030427,  118,    0
   479,100479,20030428,  157,    0
   479,100479,20030429,  198,    0
   479,100479,20030430,  244,    0
   479,100479,20030501,-9999,    9
   479,100479,20030502,  285,    0
   479,100479,20030503,  300,    0
   479,100479,20030504,  317,    0
   479,100479,20030505,  318,    0
   479,100479,20030506,  310,    0
   479,100479,20030507,  303,    0
   479,100479,20030508,  291,    0
   479,100479,20030509,  308,    0
   479,100479,20030510,  318,    0
   479,100479,20030511,-9999,    9
   479,100479,20030512,-9999,    9
   479,100479,20030513,-9999,    9
   479,100479,20030514,  214,    0
   479,100479,20030515,-9999,    9
   479,100479,20030516,-9999,    9
   479,100479,20030517,-9999,    9
   479,100479,20030518,  266,    0
   479,100479,20030519,  272,    0
   479,100479,20030520,  289,    0
   479,100479,20030521,  262,    0
   479,100479,20030522,  247,    0
   479,100479,20030523,  280,    0
   479,100479,20030524,  318,    0
   479,100479,20030525,  290,    0
   479,100479,20030526,  247,    0
   479,100479,20030527,  218,    0
   479,100479,20030528,  257,    0
   479,100479,20030529,  331,    0
   479,100479,20030530,  274,    0
   479,100479,20030531,  225,    0
   479,100479,20030601,  246,    0
   479,100479,20030602,  238,    0
   479,100479,20030603,  251,    0
   479,100479,20030604,  265,    0
   479,100479,20030605,  315,    0
   479,100479,20030606,  317,    0
   479,100479,20030607,  289,    0
   479,100479,20030608,  277,    0
   479,100479,20030609,  274,    0
   479,100479,20030610,  277,    0
   479,100479,20030611,  274,    0
   479,100479,20030612,  268,    0
   479,100479,20030613,  262,    0
   479,100479,20030614,  272,    0
   479,100479,20030615,  285,    0
   479,100479,20030616,  296,    0
   479,100479,20030617,  304,    0
   479,100479,20030618,  283,    0
   479,100479,20030619,  290,    0
   479,100479,20030620,  280,    0
   479,100479,20030621,  267,    0
   479,100479,20030622,  265,    0
   479,100479,20030623,  258,    0
   479,100479,20030624,  291,    0
   479,100479,20030625,  328,    0
   479,100479,20030626,  305,    0
   479,100479,20030627,  298,    0
   479,100479,20030628,  306,    0
   479,100479,20030629,  300,    0
   479,100479,20030630,  303,    0
   479,100479,20030701,  275,    0
   479,100479,20030702,  307,    0
   479,100479,20030703,  340,    0
   479,100479,20030704,  325,    0
   479,100479,20030705,  317,    0
   479,100479,20030706,  348,    0
   479,100479,20030707,  294,    0
   479,100479,20030708,  260,    0
   479,100479,20030709,  265,    0
   479,100479,20030710,  268,    0
   479,100479,20030711,  289,    0
   479,100479,20030712,  283,    0
   479,100479,20030713,  281,    0
   479,100479,20030714,  279,    0
   479,100479,20030715,  292,    0
