EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 30-09-2010
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://eca.knmi.nl

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 RR   : precipitation amount in 0.1 mm
23-27 Q_RR : Quality code for RR (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station ISRAEL, JERUSALEM CENTRAL (STAID: 132).
Blended and updated with sources: 100477 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   RR, Q_RR
100477,19610225,   16,    0
100477,19610226,    3,    0
100477,19610227,    4,    0
100477,19610228,    0,    0
100477,19610301,    0,    0
100477,19610302,    0,    0
100477,19610303,    0,    0
100477,19610304,    0,    0
100477,19610305,   18,    0
100477,19610306,   11,    0
100477,19610307,    0,    0
100477,19610308,    0,    0
100477,19610309,    0,    0
100477,19610310,    0,    0
100477,19610311,    0,    0
100477,19610312,    0,    0
100477,19610313,   89,    0
100477,19610314,   76,    0
100477,19610315,    0,    0
100477,19610316,    0,    0
100477,19610317,    2,    0
100477,19610318,    0,    0
100477,19610319,    0,    0
100477,19610320,    0,    0
100477,19610321,    0,    0
100477,19610322,    0,    0
100477,19610323,    0,    0
100477,19610324,    0,    0
100477,19610325,    0,    0
100477,19610326,   24,    0
100477,19610327,   45,    0
100477,19610328,   23,    0
100477,19610329,    2,    0
100477,19610330,    0,    0
100477,19610331,    0,    0
100477,19610401,    7,    0
100477,19610402,    0,    0
100477,19610403,    0,    0
100477,19610404,  144,    0
100477,19610405,  142,    0
100477,19610406,    0,    0
100477,19610407,    0,    0
100477,19610408,    0,    0
100477,19610409,    0,    0
100477,19610410,    0,    0
100477,19610411,    0,    0
100477,19610412,    0,    0
100477,19610413,    0,    0
100477,19610414,    0,    0
100477,19610415,    0,    0
100477,19610416,    0,    0
100477,19610417,    0,    0
100477,19610418,    0,    0
100477,19610419,    0,    0
100477,19610420,    0,    0
100477,19610421,    0,    0
100477,19610422,    0,    0
100477,19610423,    0,    0
100477,19610424,    0,    0
100477,19610425,    0,    0
100477,19610426,    0,    0
100477,19610427,    0,    0
100477,19610428,    0,    0
100477,19610429,    0,    0
100477,19610430,    3,    0
100477,19610501,    0,    0
100477,19610502,    0,    0
100477,19610503,    0,    0
100477,19610504,   67,    0
100477,19610505,   66,    0
100477,19610506,    0,    0
100477,19610507,    0,    0
100477,19610508,    0,    0
100477,19610509,    0,    0
100477,19610510,    0,    0
100477,19610511,    0,    0
100477,19610512,    0,    0
100477,19610513,    0,    0
100477,19610514,    0,    0
100477,19610515,    0,    0
100477,19610516,    0,    0
100477,19610517,    0,    0
100477,19610518,    0,    0
100477,19610519,    0,    0
100477,19610520,    0,    0
100477,19610521,    0,    0
100477,19610522,    0,    0
100477,19610523,    0,    0
100477,19610524,    0,    0
100477,19610525,    0,    0
100477,19610526,    0,    0
100477,19610527,    0,    0
100477,19610528,    0,    0
100477,19610529,    0,    0
100477,19610530,    0,    0
100477,19610531,    0,    0
100477,19610601,    0,    0
100477,19610602,    0,    0
100477,19610603,    0,    0
100477,19610604,    0,    0
100477,19610605,    0,    0
100477,19610606,    0,    0
100477,19610607,    0,    0
100477,19610608,    0,    0
100477,19610609,    0,    0
100477,19610610,    0,    0
100477,19610611,    0,    0
100477,19610612,    0,    0
100477,19610613,    0,    0
100477,19610614,    0,    0
100477,19610615,    0,    0
100477,19610616,    0,    0
100477,19610617,    0,    0
100477,19610618,    0,    0
100477,19610619,    0,    0
100477,19610620,    0,    0
100477,19610621,    0,    0
100477,19610622,    0,    0
100477,19610623,    0,    0
100477,19610624,    0,    0
100477,19610625,    0,    0
100477,19610626,    0,    0
100477,19610627,    0,    0
100477,19610628,    0,    0
100477,19610629,    0,    0
100477,19610630,    0,    0
100477,19610701,    0,    0
100477,19610702,    0,    0
100477,19610703,    0,    0
100477,19610704,    0,    0
100477,19610705,    0,    0
100477,19610706,    0,    0
100477,19610707,    0,    0
100477,19610708,    0,    0
100477,19610709,    0,    0
100477,19610710,    0,    0
100477,19610711,    0,    0
100477,19610712,    0,    0
100477,19610713,    0,    0
100477,19610714,    0,    0
100477,19610715,    0,    0
100477,19610716,    0,    0
100477,19610717,    0,    0
100477,19610718,    0,    0
100477,19610719,    0,    0
100477,19610720,    0,    0
100477,19610721,    0,    0
100477,19610722,    0,    0
100477,19610723,    0,    0
100477,19610724,    0,    0
100477,19610725,    0,    0
100477,19610726,    0,    0
100477,19610727,    0,    0
100477,19610728,    0,    0
100477,19610729,    0,    0
100477,19610730,    0,    0
100477,19610731,    0,    0
100477,19610801,    0,    0
100477,19610802,    0,    0
100477,19610803,    0,    0
100477,19610804,    0,    0
100477,19610805,    0,    0
100477,19610806,    0,    0
100477,19610807,    0,    0
100477,19610808,    0,    0
100477,19610809,    0,    0
100477,19610810,    0,    0
100477,19610811,    0,    0
100477,19610812,    0,    0
100477,19610813,    0,    0
100477,19610814,    0,    0
100477,19610815,    0,    0
100477,19610816,    0,    0
100477,19610817,    0,    0
100477,19610818,    0,    0
100477,19610819,    0,    0
100477,19610820,    0,    0
100477,19610821,    0,    0
100477,19610822,    0,    0
100477,19610823,    0,    0
100477,19610824,    0,    0
100477,19610825,    0,    0
100477,19610826,    0,    0
100477,19610827,    0,    0
100477,19610828,    0,    0
100477,19610829,    0,    0
100477,19610830,    0,    0
100477,19610831,    0,    0
100477,19610901,    0,    0
100477,19610902,    0,    0
100477,19610903,    0,    0
100477,19610904,    0,    0
100477,19610905,    0,    0
100477,19610906,    0,    0
100477,19610907,    0,    0
100477,19610908,    0,    0
100477,19610909,    0,    0
100477,19610910,    0,    0
100477,19610911,    0,    0
100477,19610912,    0,    0
100477,19610913,    0,    0
100477,19610914,    0,    0
100477,19610915,    0,    0
100477,19610916,    0,    0
100477,19610917,    0,    0
100477,19610918,    0,    0
100477,19610919,    0,    0
100477,19610920,    0,    0
100477,19610921,    0,    0
100477,19610922,    0,    0
100477,19610923,    0,    0
100477,19610924,    0,    0
100477,19610925,    0,    0
100477,19610926,    0,    0
100477,19610927,    0,    0
100477,19610928,    0,    0
100477,19610929,    0,    0
100477,19610930,    0,    0
100477,19611001,    0,    0
100477,19611002,    0,    0
100477,19611003,    0,    0
100477,19611004,    0,    0
100477,19611005,    0,    0
100477,19611006,    0,    0
100477,19611007,    0,    0
100477,19611008,    0,    0
100477,19611009,    0,    0
100477,19611010,    0,    0
100477,19611011,    0,    0
100477,19611012,    0,    0
100477,19611013,    0,    0
100477,19611014,    0,    0
100477,19611015,    0,    0
100477,19611016,    0,    0
100477,19611017,    0,    0
100477,19611018,    0,    0
100477,19611019,    0,    0
100477,19611020,    0,    0
100477,19611021,    0,    0
100477,19611022,    0,    0
100477,19611023,    0,    0
100477,19611024,    8,    0
100477,19611025,   35,    0
100477,19611026,    0,    0
100477,19611027,    0,    0
100477,19611028,    0,    0
100477,19611029,  102,    0
100477,19611030,    1,    0
100477,19611031,    8,    0
100477,19611101,  163,    0
100477,19611102,    0,    0
100477,19611103,    0,    0
100477,19611104,    0,    0
100477,19611105,    0,    0
100477,19611106,    0,    0
100477,19611107,    0,    0
100477,19611108,    0,    0
100477,19611109,   63,    0
100477,19611110,    0,    0
100477,19611111,    0,    0
100477,19611112,    0,    0
100477,19611113,    0,    0
100477,19611114,    0,    0
100477,19611115,    0,    0
100477,19611116,    0,    0
100477,19611117,    0,    0
100477,19611118,    0,    0
100477,19611119,   75,    0
100477,19611120,   51,    0
100477,19611121,   88,    0
100477,19611122,    0,    0
100477,19611123,    0,    0
100477,19611124,    0,    0
100477,19611125,    0,    0
100477,19611126,    0,    0
100477,19611127,    0,    0
100477,19611128,    0,    0
100477,19611129,    0,    0
100477,19611130,    0,    0
100477,19611201,    0,    0
100477,19611202,   49,    0
100477,19611203,  208,    0
100477,19611204,    4,    0
100477,19611205,  134,    0
100477,19611206,    0,    0
100477,19611207,    0,    0
100477,19611208,    0,    0
100477,19611209,    4,    0
100477,19611210,   29,    0
100477,19611211,  483,    0
100477,19611212,  363,    0
100477,19611213,    5,    0
100477,19611214,    0,    0
100477,19611215,    0,    0
100477,19611216,    0,    0
100477,19611217,    0,    0
100477,19611218,    0,    0
100477,19611219,   19,    0
100477,19611220,  158,    0
100477,19611221,   32,    0
100477,19611222,    0,    0
100477,19611223,    0,    0
100477,19611224,    0,    0
100477,19611225,    0,    0
100477,19611226,    0,    0
100477,19611227,    0,    0
100477,19611228,    0,    0
100477,19611229,   40,    0
100477,19611230,    1,    0
100477,19611231,    0,    0
100477,19620101,    0,    0
100477,19620102,    0,    0
100477,19620103,    0,    0
100477,19620104,   16,    0
100477,19620105,   16,    0
100477,19620106,   12,    0
100477,19620107,    0,    0
100477,19620108,   56,    0
100477,19620109,   12,    0
100477,19620110,    0,    0
100477,19620111,    0,    0
100477,19620112,   12,    0
100477,19620113,    0,    0
100477,19620114,    0,    0
100477,19620115,    0,    0
100477,19620116,    0,    0
100477,19620117,    0,    0
100477,19620118,   70,    0
100477,19620119,   26,    0
100477,19620120,    0,    0
100477,19620121,    0,    0
100477,19620122,    0,    0
100477,19620123,   45,    0
100477,19620124,   55,    0
100477,19620125,    1,    0
100477,19620126,  193,    0
100477,19620127,   87,    0
100477,19620128,    0,    0
100477,19620129,    0,    0
100477,19620130,    0,    0
100477,19620131,    0,    0
100477,19620201,    0,    0
100477,19620202,    0,    0
100477,19620203,    0,    0
100477,19620204,    0,    0
100477,19620205,    0,    0
100477,19620206,  220,    0
100477,19620207,    0,    0
100477,19620208,    0,    0
100477,19620209,    0,    0
100477,19620210,    0,    0
100477,19620211,    0,    0
100477,19620212,    0,    0
100477,19620213,    0,    0
100477,19620214,    3,    0
100477,19620215,  232,    0
100477,19620216,    0,    0
100477,19620217,  380,    0
100477,19620218,  569,    0
100477,19620219,   48,    0
100477,19620220,    0,    0
100477,19620221,    0,    0
100477,19620222,    0,    0
100477,19620223,    0,    0
100477,19620224,    0,    0
100477,19620225,    0,    0
100477,19620226,    0,    0
100477,19620227,    0,    0
100477,19620228,    0,    0
100477,19620301,    0,    0
100477,19620302,    0,    0
100477,19620303,    0,    0
100477,19620304,    0,    0
100477,19620305,    0,    0
100477,19620306,    1,    0
100477,19620307,    8,    0
100477,19620308,    4,    0
100477,19620309,    0,    0
100477,19620310,    0,    0
100477,19620311,    0,    0
100477,19620312,    0,    0
100477,19620313,    0,    0
100477,19620314,    0,    0
100477,19620315,    0,    0
100477,19620316,    0,    0
100477,19620317,    0,    0
100477,19620318,    0,    0
100477,19620319,    0,    0
100477,19620320,    0,    0
100477,19620321,    0,    0
100477,19620322,    0,    0
100477,19620323,    0,    0
100477,19620324,    0,    0
100477,19620325,    0,    0
100477,19620326,    2,    0
100477,19620327,    0,    0
100477,19620328,    0,    0
100477,19620329,    0,    0
100477,19620330,    0,    0
100477,19620331,    0,    0
100477,19620401,    0,    0
100477,19620402,    0,    0
100477,19620403,    0,    0
100477,19620404,    0,    0
100477,19620405,    0,    0
100477,19620406,    0,    0
100477,19620407,    0,    0
100477,19620408,    0,    0
100477,19620409,    0,    0
100477,19620410,    0,    0
100477,19620411,    0,    0
100477,19620412,    1,    0
100477,19620413,    0,    0
100477,19620414,    0,    0
100477,19620415,   17,    0
100477,19620416,  106,    0
100477,19620417,  154,    0
100477,19620418,    4,    0
100477,19620419,    0,    0
100477,19620420,    0,    0
100477,19620421,    0,    0
100477,19620422,    0,    0
100477,19620423,    0,    0
100477,19620424,    0,    0
100477,19620425,    0,    0
100477,19620426,    0,    0
100477,19620427,    0,    0
100477,19620428,    0,    0
100477,19620429,    0,    0
100477,19620430,    0,    0
100477,19620501,    0,    0
100477,19620502,    0,    0
100477,19620503,    0,    0
100477,19620504,    0,    0
100477,19620505,    0,    0
100477,19620506,    0,    0
100477,19620507,    0,    0
100477,19620508,    0,    0
100477,19620509,    0,    0
100477,19620510,    0,    0
100477,19620511,    0,    0
100477,19620512,    0,    0
100477,19620513,    0,    0
100477,19620514,    0,    0
100477,19620515,    0,    0
100477,19620516,    0,    0
100477,19620517,    0,    0
100477,19620518,    0,    0
100477,19620519,    0,    0
100477,19620520,    0,    0
100477,19620521,    0,    0
100477,19620522,    0,    0
100477,19620523,    0,    0
100477,19620524,    0,    0
100477,19620525,    0,    0
100477,19620526,    0,    0
100477,19620527,    0,    0
100477,19620528,    0,    0
100477,19620529,    0,    0
100477,19620530,    0,    0
100477,19620531,    0,    0
100477,19620601,    0,    0
100477,19620602,    0,    0
100477,19620603,    0,    0
100477,19620604,    0,    0
100477,19620605,    0,    0
100477,19620606,    0,    0
100477,19620607,    0,    0
100477,19620608,    0,    0
100477,19620609,    0,    0
100477,19620610,    0,    0
100477,19620611,    0,    0
100477,19620612,    0,    0
100477,19620613,    0,    0
100477,19620614,    0,    0
100477,19620615,    0,    0
100477,19620616,    0,    0
100477,19620617,    0,    0
100477,19620618,    0,    0
100477,19620619,    0,    0
100477,19620620,    0,    0
100477,19620621,    0,    0
100477,19620622,    0,    0
100477,19620623,    0,    0
100477,19620624,    0,    0
100477,19620625,    0,    0
100477,19620626,    0,    0
100477,19620627,    0,    0
100477,19620628,    0,    0
100477,19620629,    0,    0
100477,19620630,    0,    0
100477,19620701,    0,    0
100477,19620702,    0,    0
100477,19620703,    0,    0
100477,19620704,    0,    0
100477,19620705,    0,    0
100477,19620706,    0,    0
100477,19620707,    0,    0
100477,19620708,    0,    0
100477,19620709,    0,    0
100477,19620710,    0,    0
100477,19620711,    0,    0
100477,19620712,    0,    0
100477,19620713,    0,    0
100477,19620714,    0,    0
100477,19620715,    0,    0
100477,19620716,    0,    0
100477,19620717,    0,    0
100477,19620718,    0,    0
100477,19620719,    0,    0
100477,19620720,    0,    0
100477,19620721,    0,    0
100477,19620722,    0,    0
100477,19620723,    0,    0
100477,19620724,    0,    0
100477,19620725,    0,    0
100477,19620726,    0,    0
100477,19620727,    0,    0
100477,19620728,    0,    0
100477,19620729,    0,    0
100477,19620730,    0,    0
100477,19620731,    0,    0
100477,19620801,    0,    0
100477,19620802,    0,    0
100477,19620803,    0,    0
100477,19620804,    0,    0
100477,19620805,    0,    0
100477,19620806,    0,    0
100477,19620807,    0,    0
100477,19620808,    0,    0
100477,19620809,    0,    0
100477,19620810,    0,    0
100477,19620811,    0,    0
100477,19620812,    0,    0
100477,19620813,    0,    0
100477,19620814,    0,    0
100477,19620815,    0,    0
100477,19620816,    0,    0
100477,19620817,    0,    0
100477,19620818,    0,    0
100477,19620819,    0,    0
100477,19620820,    0,    0
100477,19620821,    0,    0
100477,19620822,    0,    0
100477,19620823,    0,    0
100477,19620824,    0,    0
100477,19620825,    0,    0
100477,19620826,    0,    0
100477,19620827,    0,    0
100477,19620828,    0,    0
100477,19620829,    0,    0
100477,19620830,    0,    0
100477,19620831,    0,    0
100477,19620901,    0,    0
100477,19620902,    0,    0
100477,19620903,    0,    0
100477,19620904,    0,    0
100477,19620905,    0,    0
100477,19620906,    0,    0
100477,19620907,    0,    0
100477,19620908,    0,    0
100477,19620909,    0,    0
100477,19620910,    0,    0
100477,19620911,    0,    0
100477,19620912,    0,    0
100477,19620913,    0,    0
100477,19620914,    0,    0
100477,19620915,    0,    0
100477,19620916,    0,    0
100477,19620917,    0,    0
100477,19620918,    0,    0
100477,19620919,    0,    0
100477,19620920,    0,    0
100477,19620921,    0,    0
100477,19620922,    0,    0
100477,19620923,    0,    0
100477,19620924,    0,    0
100477,19620925,    0,    0
100477,19620926,    0,    0
100477,19620927,    0,    0
100477,19620928,    0,    0
100477,19620929,    0,    0
100477,19620930,    0,    0
100477,19621001,    0,    0
100477,19621002,    0,    0
100477,19621003,    0,    0
100477,19621004,    0,    0
100477,19621005,    0,    0
100477,19621006,    0,    0
100477,19621007,  117,    0
100477,19621008,    0,    0
100477,19621009,    0,    0
100477,19621010,    0,    0
100477,19621011,    0,    0
100477,19621012,    0,    0
100477,19621013,    0,    0
100477,19621014,    0,    0
100477,19621015,    0,    0
100477,19621016,    0,    0
100477,19621017,    0,    0
100477,19621018,    0,    0
100477,19621019,    0,    0
100477,19621020,    0,    0
100477,19621021,    0,    0
100477,19621022,    0,    0
100477,19621023,    0,    0
100477,19621024,   12,    0
100477,19621025,    0,    0
100477,19621026,    0,    0
100477,19621027,    0,    0
100477,19621028,    0,    0
100477,19621029,    0,    0
100477,19621030,    0,    0
100477,19621031,    0,    0
100477,19621101,    0,    0
100477,19621102,    0,    0
100477,19621103,    0,    0
100477,19621104,    0,    0
100477,19621105,    0,    0
100477,19621106,    0,    0
100477,19621107,    0,    0
100477,19621108,    0,    0
100477,19621109,    0,    0
100477,19621110,    0,    0
100477,19621111,    0,    0
100477,19621112,    0,    0
100477,19621113,    0,    0
100477,19621114,    0,    0
100477,19621115,    0,    0
100477,19621116,    0,    0
100477,19621117,    0,    0
100477,19621118,    0,    0
100477,19621119,    0,    0
100477,19621120,    0,    0
100477,19621121,    0,    0
100477,19621122,    0,    0
100477,19621123,    0,    0
100477,19621124,    0,    0
100477,19621125,    0,    0
100477,19621126,    0,    0
100477,19621127,    0,    0
100477,19621128,    0,    0
100477,19621129,    0,    0
100477,19621130,    0,    0
100477,19621201,    0,    0
100477,19621202,   45,    0
100477,19621203,    0,    0
100477,19621204,   26,    0
100477,19621205,   12,    0
100477,19621206,  184,    0
100477,19621207,  102,    0
100477,19621208,    6,    0
100477,19621209,    0,    0
100477,19621210,    0,    0
100477,19621211,  278,    0
100477,19621212,    0,    0
100477,19621213,    0,    0
100477,19621214,   42,    0
100477,19621215,    0,    0
100477,19621216,    0,    0
100477,19621217,    0,    0
100477,19621218,    0,    0
100477,19621219,    0,    0
100477,19621220,    0,    0
100477,19621221,    0,    0
100477,19621222,    0,    0
100477,19621223,    0,    0
100477,19621224,    0,    0
100477,19621225,    0,    0
100477,19621226,    0,    0
100477,19621227,    0,    0
100477,19621228,    0,    0
100477,19621229,    0,    0
100477,19621230,    0,    0
100477,19621231,    6,    0
100477,19630101,    4,    0
100477,19630102,    0,    0
100477,19630103,    0,    0
100477,19630104,    0,    0
100477,19630105,    0,    0
100477,19630106,    0,    0
100477,19630107,    0,    0
100477,19630108,   40,    0
100477,19630109,    0,    0
100477,19630110,    0,    0
100477,19630111,    0,    0
100477,19630112,    0,    0
100477,19630113,    0,    0
100477,19630114,    0,    0
100477,19630115,   23,    0
100477,19630116,    0,    0
100477,19630117,    0,    0
100477,19630118,    0,    0
100477,19630119,    0,    0
100477,19630120,    0,    0
100477,19630121,   27,    0
100477,19630122,    0,    0
100477,19630123,    6,    0
100477,19630124,   33,    0
100477,19630125,    0,    0
100477,19630126,    0,    0
100477,19630127,    0,    0
100477,19630128,    0,    0
100477,19630129,    0,    0
100477,19630130,    0,    0
100477,19630131,    0,    0
100477,19630201,    0,    0
100477,19630202,    0,    0
100477,19630203,    0,    0
100477,19630204,    0,    0
100477,19630205,    0,    0
100477,19630206,    0,    0
100477,19630207,    8,    0
100477,19630208,  102,    0
100477,19630209,  374,    0
100477,19630210,  109,    0
100477,19630211,    0,    0
100477,19630212,    0,    0
100477,19630213,    1,    0
100477,19630214,    0,    0
100477,19630215,    0,    0
100477,19630216,    0,    0
100477,19630217,    0,    0
100477,19630218,    0,    0
100477,19630219,    0,    0
100477,19630220,    0,    0
100477,19630221,    0,    0
100477,19630222,  116,    0
100477,19630223,   55,    0
100477,19630224,    0,    0
100477,19630225,    4,    0
100477,19630226,    0,    0
100477,19630227,    0,    0
100477,19630228,    0,    0
100477,19630301,    0,    0
100477,19630302,   98,    0
100477,19630303,   73,    0
100477,19630304,    0,    0
100477,19630305,    0,    0
100477,19630306,    0,    0
100477,19630307,    0,    0
100477,19630308,    0,    0
100477,19630309,    0,    0
100477,19630310,    0,    0
100477,19630311,    0,    0
100477,19630312,   10,    0
100477,19630313,   56,    0
100477,19630314,    5,    0
100477,19630315,    0,    0
100477,19630316,    0,    0
100477,19630317,    0,    0
100477,19630318,    0,    0
100477,19630319,    0,    0
100477,19630320,    0,    0
100477,19630321,    0,    0
100477,19630322,    0,    0
100477,19630323,    0,    0
100477,19630324,    0,    0
100477,19630325,    0,    0
100477,19630326,    0,    0
100477,19630327,   10,    0
100477,19630328,   30,    0
100477,19630329,    0,    0
100477,19630330,    0,    0
100477,19630331,    0,    0
100477,19630401,    0,    0
100477,19630402,    0,    0
100477,19630403,    0,    0
100477,19630404,    0,    0
100477,19630405,    6,    0
100477,19630406,   56,    0
100477,19630407,    0,    0
100477,19630408,    6,    0
100477,19630409,    0,    0
100477,19630410,    0,    0
100477,19630411,    0,    0
100477,19630412,    0,    0
100477,19630413,    0,    0
100477,19630414,    0,    0
100477,19630415,    0,    0
100477,19630416,    0,    0
100477,19630417,    0,    0
100477,19630418,    0,    0
100477,19630419,    0,    0
100477,19630420,   12,    0
100477,19630421,   17,    0
100477,19630422,    0,    0
100477,19630423,    0,    0
100477,19630424,    0,    0
100477,19630425,    0,    0
100477,19630426,   13,    0
100477,19630427,   28,    0
100477,19630428,    2,    0
100477,19630429,   27,    0
100477,19630430,    0,    0
100477,19630501,    0,    0
100477,19630502,    1,    0
100477,19630503,    0,    0
100477,19630504,    0,    0
100477,19630505,   36,    0
100477,19630506,    0,    0
100477,19630507,    5,    0
100477,19630508,   34,    0
100477,19630509,    0,    0
100477,19630510,    0,    0
100477,19630511,    5,    0
100477,19630512,    0,    0
100477,19630513,    0,    0
100477,19630514,    0,    0
100477,19630515,    0,    0
100477,19630516,    0,    0
100477,19630517,    0,    0
100477,19630518,    0,    0
100477,19630519,    0,    0
100477,19630520,    0,    0
100477,19630521,    0,    0
100477,19630522,    0,    0
100477,19630523,    0,    0
100477,19630524,    0,    0
100477,19630525,    0,    0
100477,19630526,    0,    0
100477,19630527,    0,    0
100477,19630528,    0,    0
100477,19630529,    9,    0
100477,19630530,    0,    0
100477,19630531,    0,    0
100477,19630601,    0,    0
100477,19630602,    3,    0
100477,19630603,    0,    0
100477,19630604,    0,    0
100477,19630605,    0,    0
100477,19630606,    0,    0
100477,19630607,    0,    0
100477,19630608,    0,    0
100477,19630609,    0,    0
100477,19630610,    0,    0
100477,19630611,    0,    0
100477,19630612,    0,    0
100477,19630613,    0,    0
100477,19630614,    0,    0
100477,19630615,    0,    0
100477,19630616,    0,    0
100477,19630617,    0,    0
100477,19630618,    0,    0
100477,19630619,    0,    0
100477,19630620,    0,    0
100477,19630621,    0,    0
100477,19630622,    0,    0
100477,19630623,    0,    0
100477,19630624,    0,    0
100477,19630625,    0,    0
100477,19630626,    0,    0
100477,19630627,    0,    0
100477,19630628,    0,    0
100477,19630629,    0,    0
100477,19630630,    0,    0
100477,19630701,    0,    0
100477,19630702,    0,    0
100477,19630703,    0,    0
100477,19630704,    0,    0
100477,19630705,    0,    0
100477,19630706,    0,    0
100477,19630707,    0,    0
100477,19630708,    0,    0
100477,19630709,    0,    0
100477,19630710,    0,    0
100477,19630711,    0,    0
100477,19630712,    0,    0
100477,19630713,    0,    0
100477,19630714,    0,    0
100477,19630715,    0,    0
100477,19630716,    0,    0
100477,19630717,    0,    0
100477,19630718,    0,    0
100477,19630719,    0,    0
100477,19630720,    0,    0
100477,19630721,    0,    0
100477,19630722,    0,    0
100477,19630723,    0,    0
100477,19630724,    0,    0
100477,19630725,    0,    0
100477,19630726,    0,    0
100477,19630727,    0,    0
100477,19630728,    0,    0
100477,19630729,    0,    0
100477,19630730,    0,    0
100477,19630731,    0,    0
100477,19630801,    0,    0
100477,19630802,    0,    0
100477,19630803,    0,    0
100477,19630804,    0,    0
100477,19630805,    0,    0
100477,19630806,    0,    0
100477,19630807,    0,    0
100477,19630808,    0,    0
100477,19630809,    0,    0
100477,19630810,    0,    0
100477,19630811,    0,    0
100477,19630812,    0,    0
100477,19630813,    0,    0
100477,19630814,    0,    0
100477,19630815,    0,    0
100477,19630816,    0,    0
100477,19630817,    0,    0
100477,19630818,    0,    0
100477,19630819,    0,    0
100477,19630820,    0,    0
100477,19630821,    0,    0
100477,19630822,    0,    0
100477,19630823,    0,    0
100477,19630824,    0,    0
100477,19630825,    0,    0
100477,19630826,    0,    0
100477,19630827,    0,    0
100477,19630828,    0,    0
100477,19630829,    0,    0
100477,19630830,    0,    0
100477,19630831,    0,    0
100477,19630901,    0,    0
100477,19630902,    0,    0
100477,19630903,    0,    0
100477,19630904,    0,    0
100477,19630905,    0,    0
100477,19630906,    0,    0
100477,19630907,    0,    0
100477,19630908,    0,    0
100477,19630909,    0,    0
100477,19630910,    0,    0
100477,19630911,    0,    0
100477,19630912,    0,    0
100477,19630913,    0,    0
100477,19630914,    0,    0
100477,19630915,    0,    0
100477,19630916,    0,    0
100477,19630917,    0,    0
100477,19630918,    0,    0
100477,19630919,    0,    0
100477,19630920,    0,    0
100477,19630921,    0,    0
100477,19630922,    0,    0
100477,19630923,    0,    0
100477,19630924,    0,    0
100477,19630925,    0,    0
100477,19630926,    0,    0
100477,19630927,    0,    0
100477,19630928,    0,    0
100477,19630929,    0,    0
100477,19630930,    0,    0
100477,19631001,    0,    0
100477,19631002,    0,    0
100477,19631003,    0,    0
100477,19631004,    0,    0
100477,19631005,    0,    0
100477,19631006,    0,    0
100477,19631007,    0,    0
100477,19631008,    0,    0
100477,19631009,    0,    0
100477,19631010,    0,    0
100477,19631011,    0,    0
100477,19631012,    0,    0
100477,19631013,    0,    0
100477,19631014,    0,    0
100477,19631015,    0,    0
100477,19631016,    0,    0
100477,19631017,    0,    0
100477,19631018,   25,    0
100477,19631019,   21,    0
100477,19631020,  110,    0
100477,19631021,   10,    0
100477,19631022,    5,    0
100477,19631023,    0,    0
100477,19631024,    0,    0
100477,19631025,    0,    0
100477,19631026,    0,    0
100477,19631027,    0,    0
100477,19631028,    0,    0
100477,19631029,   32,    0
100477,19631030,  106,    0
100477,19631031,   11,    0
100477,19631101,    0,    0
100477,19631102,    0,    0
100477,19631103,    0,    0
100477,19631104,    0,    0
100477,19631105,    0,    0
100477,19631106,    0,    0
100477,19631107,    0,    0
100477,19631108,    0,    0
100477,19631109,    0,    0
100477,19631110,    0,    0
100477,19631111,    0,    0
100477,19631112,    0,    0
100477,19631113,    0,    0
100477,19631114,    0,    0
100477,19631115,    0,    0
100477,19631116,    0,    0
100477,19631117,    0,    0
100477,19631118,  120,    0
100477,19631119,    0,    0
100477,19631120,    0,    0
100477,19631121,    7,    0
100477,19631122,    7,    0
100477,19631123,    0,    0
100477,19631124,    0,    0
100477,19631125,    0,    0
100477,19631126,    0,    0
100477,19631127,    0,    0
100477,19631128,  110,    0
100477,19631129,   59,    0
100477,19631130,  254,    0
100477,19631201,  193,    0
100477,19631202,   23,    0
100477,19631203,   18,    0
100477,19631204,    0,    0
100477,19631205,    0,    0
100477,19631206,  271,    0
100477,19631207,  805,    0
100477,19631208,   43,    0
100477,19631209,    0,    0
100477,19631210,    0,    0
100477,19631211,    0,    0
100477,19631212,    0,    0
100477,19631213,    0,    0
100477,19631214,    0,    0
100477,19631215,    0,    0
100477,19631216,    0,    0
100477,19631217,    0,    0
100477,19631218,    0,    0
100477,19631219,    0,    0
100477,19631220,    0,    0
100477,19631221,    0,    0
100477,19631222,    0,    0
100477,19631223,    0,    0
100477,19631224,    0,    0
100477,19631225,    0,    0
100477,19631226,   36,    0
100477,19631227,  500,    0
100477,19631228,   55,    0
100477,19631229,   11,    0
100477,19631230,    0,    0
100477,19631231,    0,    0
100477,19640101,    2,    0
100477,19640102,    0,    0
100477,19640103,    0,    0
100477,19640104,    0,    0
